bank,arch_seed,input_seed,m,g,readout,method,M,M_clip,N,N_clip,C1_curNL_x_oldLin,C2_oldNL,C3_old_x_old,C4_old3,V4_NLONG,null_q99,saturated_fraction,n_features
development,40000,45000,0.0,1.0,J,ols_std,-0.010394837892966644,0.0,0.2774526028439546,0.27764352276330617,-0.006499661108788746,-0.002129477839846345,-0.001779417132102271,-0.002304309267078687,-0.00536776513479816,0.0015287755618102357,0.0,8
development,40000,45000,0.0,1.0,J,ols_raw,-0.010394837892966611,0.0,0.2774526028439546,0.2776435227633062,-0.006499661108788746,-0.002129477839846327,-0.001779417132102275,-0.0023043092670786947,-0.00536776513479816,0.0015287755618104155,0.0,8
development,40000,45000,0.0,1.0,ALL,ridge,-0.010394746304481783,0.0,0.2774518788974479,0.2776427797501065,-0.006499256872480051,-0.0021293725843565168,-0.0017792787303355928,-0.0023041798043677603,-0.005367482646597717,0.001528656372996115,0.0,17
development,40000,45000,0.0,1.0,ALL,ols_std,-0.010394837892966611,0.0,0.2774526028439546,0.2776435227633062,-0.006499661108788764,-0.002129477839846327,-0.0017794171321022431,-0.002304309267078687,-0.00536776513479816,0.0015287755618102357,0.0,17
development,40000,45000,0.0,1.0,CLS,ridge,-0.010394734857432919,0.0,0.27745178828975214,0.2776426867595593,-0.006499206347706695,-0.0021293594286282045,-0.0017792614317671698,-0.0023041636231847656,-0.005367447339331181,0.0015286414753008788,0.0,8
development,40000,45000,0.0,1.0,CLS,ols_std,-0.010394837892966644,0.0,0.2774526028439546,0.27764352276330617,-0.006499661108788746,-0.002129477839846345,-0.001779417132102271,-0.002304309267078687,-0.00536776513479816,0.0015287755618102357,0.0,8
development,40000,45000,0.25,0.0,R,ridge,0.18590066659675153,0.18590066659675153,-0.0006437017643048012,0.0006297124981829993,-0.008380575637474666,-0.001464274503733043,-0.005339242508121044,-0.010811005664535689,-0.008570202384561335,0.002399129981551513,0.0,8
development,40000,45000,0.25,0.0,R,ols_std,0.23842013889300467,0.23842013889300467,-0.003939050843627445,0.00025548630405092254,-0.012907439672482665,-0.0031981320807489325,-0.015570206072954349,-0.014874984441706245,-0.011568800371072366,0.0037797796339581894,0.0,8
development,40000,45000,0.25,0.0,R,ols_raw,0.2384201388929814,0.2384201388929814,-0.0039390508436725575,0.0002554863040516997,-0.01290743967251253,-0.0031981320807634626,-0.015570206072964474,-0.014874984441681779,-0.011568800371121698,0.003779779633952345,0.0,8
development,40000,45000,0.25,0.0,P,ridge,-0.00947735672938177,0.0,-0.0012478398344422843,0.0,-0.0035784141502623323,-0.0023211619137508874,-0.0013156150188871102,-0.0026863823280591998,-0.0028704740636621615,0.001988835968641607,0.0043859649122807015,1
development,40000,45000,0.25,0.0,P,ols_std,-0.00947707234338895,0.0,-0.0012486541245611733,0.0,-0.003579743772188698,-0.0023223340860390094,-0.0013165196925182532,-0.002687666192426465,-0.002870478436954963,0.001990633635930127,0.0043859649122807015,1
development,40000,45000,0.25,0.0,P,ols_raw,-0.009477072343388983,0.0,-0.0012486541245611733,0.0,-0.003579743772188698,-0.002322334086038977,-0.001316519692518257,-0.0026876661924264827,-0.002870478436954963,0.001990633635930127,0.0043859649122807015,1
development,40000,45000,0.25,0.0,J,ridge,-0.012957891632405507,0.0,0.002832488598897361,0.0036165449080269862,-0.0052830901901364065,-0.0032879633344363953,-0.0027616776694353506,-0.002970105521962688,-0.0054050834849052225,0.00302972375609461,0.0,8
development,40000,45000,0.25,0.0,J,ols_std,-0.019303704354422413,0.0,0.004352587499969696,0.006100414237823963,-0.008551416431555483,-0.007255725489904816,-0.0072804932914034125,-0.008230792758429651,-0.010351874966796034,0.005111936526431129,0.0,8
development,40000,45000,0.25,0.0,J,ols_raw,-0.019303704354410613,0.0,0.00435258749995208,0.0061004142378117505,-0.00855141643154476,-0.007255725489898788,-0.0072804932914096575,-0.008230792758427653,-0.010351874966783673,0.005111936526428566,0.0,8
development,40000,45000,0.25,0.0,ALL,ridge,0.1829475319093931,0.1829475319093931,-0.0019136940213800857,0.0016805176053239501,-0.015435027757203271,-0.007457924267482018,-0.012746198134748041,-0.01665215250231557,-0.01860973161682718,0.003686865501316206,0.0043859649122807015,17
development,40000,45000,0.25,0.0,ALL,ols_std,0.2269872520003883,0.2269872520003883,-0.0015835608718883416,0.0028460048042530848,-0.02820901155203027,-0.015007410927407946,-0.029067365797392736,-0.026322018720036373,-0.03312611446761243,0.008742325907229455,0.0043859649122807015,17
development,40000,45000,0.25,0.0,CLS,ridge,-0.012957891632405507,0.0,0.002832488598897361,0.0036165449080269862,-0.0052830901901364065,-0.0032879633344363953,-0.0027616776694353506,-0.002970105521962688,-0.0054050834849052225,0.00302972375609461,0.0,8
development,40000,45000,0.25,0.0,CLS,ols_std,-0.019303704354422413,0.0,0.004352587499969696,0.006100414237823963,-0.008551416431555483,-0.007255725489904816,-0.0072804932914034125,-0.008230792758429651,-0.010351874966796034,0.005111936526431129,0.0,8
development,40000,45000,0.25,0.25,R,ridge,0.18590066659675153,0.18590066659675153,-0.0006437017643048012,0.0006297124981829993,-0.008380575637474666,-0.001464274503733043,-0.005339242508121044,-0.010811005664535689,-0.008570202384561335,0.002399129981551513,0.0,8
development,40000,45000,0.25,0.25,R,ols_std,0.23842013889300467,0.23842013889300467,-0.003939050843627445,0.00025548630405092254,-0.012907439672482665,-0.0031981320807489325,-0.015570206072954349,-0.014874984441706245,-0.011568800371072366,0.0037797796339581894,0.0,8
development,40000,45000,0.25,0.25,R,ols_raw,0.2384201388929814,0.2384201388929814,-0.0039390508436725575,0.0002554863040516997,-0.01290743967251253,-0.0031981320807634626,-0.015570206072964474,-0.014874984441681779,-0.011568800371121698,0.003779779633952345,0.0,8
development,40000,45000,0.25,0.25,P,ridge,-0.00920102424971311,0.0,0.01647240013896604,0.01651405276625754,-0.0031131589843753915,-0.002375591846651509,-0.0014816884116171697,-0.0024976600910709434,-0.00260365430402835,0.0012477159945245937,0.0,1
development,40000,45000,0.25,0.25,P,ols_std,-0.009200623456831434,0.0,0.016468182055134117,0.016509741914233083,-0.0031142673840063397,-0.002376769627495006,-0.001482752200420089,-0.0024988820120540383,-0.0026038686572006178,0.001247687902870644,0.0,1
development,40000,45000,0.25,0.25,P,ols_raw,-0.009200623456831434,0.0,0.01646818205513419,0.016509741914233156,-0.0031142673840063397,-0.0023767696274949873,-0.0014827522004200971,-0.0024988820120540383,-0.0026038686572006178,0.001247687902870644,0.0,1
development,40000,45000,0.25,0.25,J,ridge,0.0005160614517021798,0.002923871673007672,0.01030088357477199,0.010602188436346157,-0.000782390906660361,-0.0033103006240581775,-0.0023933561669127862,-0.0029669958931353374,5.561657245961582e-05,0.007067161807408274,0.0,8
development,40000,45000,0.25,0.25,J,ols_std,-0.0014259749362693125,0.003235510127896024,0.01075319905672234,0.012692804674515945,-0.0013190436505979564,-0.0068632090341944575,-0.007326557097470583,-0.008374047143283204,-0.0011875288127878858,0.006715939655470238,0.0,8
development,40000,45000,0.25,0.25,J,ols_raw,-0.0014259749362762753,0.003235510127831552,0.010753199056819781,0.01269280467457993,-0.001319043650626776,-0.006863209034200947,-0.0073265570974440876,-0.008374047143289168,-0.0011875288129270893,0.006715939655335361,0.0,8
