bank,m,g,readout,method,metric,mean,sd,n_seeds
development,0.25,0.75,J,ols_raw,N_long_C1,0.01941726570292058,0.008184048235567894,10
development,0.25,0.75,J,ols_std,M,0.07351777003414653,0.0091459690390138,10
development,0.25,0.75,J,ols_std,N,0.0029087468725194385,0.032101777261849145,10
development,0.25,0.75,J,ols_std,N_long_C1,0.01941726570292049,0.008184048235622196,10
development,0.25,0.75,J,ridge,M,0.05391404465088737,0.00750597070717474,10
development,0.25,0.75,J,ridge,N,0.006591606510797833,0.028969475305352904,10
development,0.25,0.75,J,ridge,N_long_C1,0.018237564968258242,0.0053384010377215225,10
development,0.25,0.75,P,ols_raw,M,-0.004927775869828248,0.003966714303009983,10
development,0.25,0.75,P,ols_raw,N,0.18471778876093276,0.013978210209240194,10
development,0.25,0.75,P,ols_raw,N_long_C1,-0.0046750499307622465,0.0018348871825710523,10
development,0.25,0.75,P,ols_std,M,-0.004927775869828248,0.003966714303009979,10
development,0.25,0.75,P,ols_std,N,0.18471778876093276,0.013978210209240203,10
development,0.25,0.75,P,ols_std,N_long_C1,-0.0046750499307622526,0.0018348871825710489,10
development,0.25,0.75,P,ridge,M,-0.004926611411451112,0.003966338994612422,10
development,0.25,0.75,P,ridge,N,0.1847185425234406,0.013976662871209767,10
development,0.25,0.75,P,ridge,N_long_C1,-0.004673283368496297,0.0018342239753045815,10
development,0.25,0.75,R,ols_raw,M,0.20608863164619007,0.02146123326144615,10
development,0.25,0.75,R,ols_raw,N,-0.015379123074777961,0.012652454840553317,10
development,0.25,0.75,R,ols_raw,N_long_C1,-0.014207233143118453,0.0057953907510766576,10
development,0.25,0.75,R,ols_std,M,0.2060886316461276,0.02146123326145764,10
development,0.25,0.75,R,ols_std,N,-0.015379123074768236,0.012652454840549531,10
development,0.25,0.75,R,ols_std,N_long_C1,-0.014207233143124684,0.005795390751089641,10
development,0.25,0.75,R,ridge,M,0.1529195203514323,0.019376071842888108,10
development,0.25,0.75,R,ridge,N,-0.010359390588010631,0.009099195624807403,10
development,0.25,0.75,R,ridge,N_long_C1,-0.00938322297389812,0.004820839509470551,10
development,0.25,1.0,ALL,ols_std,M,0.19491837159073838,0.024715042760883155,10
development,0.25,1.0,ALL,ols_std,N,0.25110809171299897,0.019700299866032042,10
development,0.25,1.0,ALL,ols_std,N_long_C1,0.05885658683245596,0.017531524539402883,10
development,0.25,1.0,ALL,ridge,M,0.14709284435301115,0.020933447668882676,10
development,0.25,1.0,ALL,ridge,N,0.2610817364927634,0.012701907140344675,10
development,0.25,1.0,ALL,ridge,N_long_C1,0.04545742487919473,0.011697342362039481,10
development,0.25,1.0,CLS,ols_std,M,0.09518992433341238,0.01026788632285332,10
development,0.25,1.0,CLS,ols_std,N,-0.026404547090467727,0.04975721076875021,10
development,0.25,1.0,CLS,ols_std,N_long_C1,0.02676300882726641,0.008592224124684404,10
development,0.25,1.0,CLS,ridge,M,0.06900594483397374,0.008806510186234257,10
development,0.25,1.0,CLS,ridge,N,-0.016361975508468084,0.0435981299069071,10
development,0.25,1.0,CLS,ridge,N_long_C1,0.023475383306322893,0.005389940864962068,10
development,0.25,1.0,J,ols_raw,M,0.09518992433342804,0.010267886322844446,10
development,0.25,1.0,J,ols_raw,N,-0.026404547090561625,0.04975721076894742,10
development,0.25,1.0,J,ols_raw,N_long_C1,0.02676300882725156,0.008592224124668627,10
development,0.25,1.0,J,ols_std,M,0.09518992433341238,0.01026788632285332,10
development,0.25,1.0,J,ols_std,N,-0.026404547090467727,0.04975721076875021,10
development,0.25,1.0,J,ols_std,N_long_C1,0.02676300882726641,0.008592224124684404,10
development,0.25,1.0,J,ridge,M,0.06900594483397374,0.008806510186234257,10
development,0.25,1.0,J,ridge,N,-0.016361975508468084,0.0435981299069071,10
development,0.25,1.0,J,ridge,N_long_C1,0.023475383306322893,0.005389940864962068,10
development,0.25,1.0,P,ols_raw,M,-0.004941009188857596,0.003985948911405715,10
development,0.25,1.0,P,ols_raw,N,0.27630090987706324,0.007832130992489328,10
development,0.25,1.0,P,ols_raw,N_long_C1,-0.004797263556861469,0.0018190657992120372,10
development,0.25,1.0,P,ols_std,M,-0.004941009188857597,0.003985948911405716,10
development,0.25,1.0,P,ols_std,N,0.2763009098770632,0.007832130992489328,10
development,0.25,1.0,P,ols_std,N_long_C1,-0.004797263556861459,0.0018190657992120456,10
development,0.25,1.0,P,ridge,M,-0.004939848958704119,0.003985576258379977,10
development,0.25,1.0,P,ridge,N,0.27630312924838685,0.007828230598125381,10
development,0.25,1.0,P,ridge,N_long_C1,-0.004795318593557888,0.0018184114382769822,10
development,0.25,1.0,R,ols_raw,M,0.20608863164619007,0.02146123326144615,10
development,0.25,1.0,R,ols_raw,N,-0.015379123074777961,0.012652454840553317,10
development,0.25,1.0,R,ols_raw,N_long_C1,-0.014207233143118453,0.0057953907510766576,10
development,0.25,1.0,R,ols_std,M,0.2060886316461276,0.02146123326145764,10
development,0.25,1.0,R,ols_std,N,-0.015379123074768236,0.012652454840549531,10
development,0.25,1.0,R,ols_std,N_long_C1,-0.014207233143124684,0.005795390751089641,10
development,0.25,1.0,R,ridge,M,0.1529195203514323,0.019376071842888108,10
development,0.25,1.0,R,ridge,N,-0.010359390588010631,0.009099195624807403,10
development,0.25,1.0,R,ridge,N_long_C1,-0.00938322297389812,0.004820839509470551,10
development,0.5,0.0,ALL,ols_std,M,0.3458958390143823,0.021069115103258478,10
development,0.5,0.0,ALL,ols_std,N,-0.0206540092802192,0.02252565882425813,10
development,0.5,0.0,ALL,ols_std,N_long_C1,-0.02904612489061787,0.012188542323166596,10
development,0.5,0.0,ALL,ridge,M,0.2819847872715296,0.021242220166968553,10
development,0.5,0.0,ALL,ridge,N,-0.012334829472362951,0.014606261514844409,10
development,0.5,0.0,ALL,ridge,N_long_C1,-0.018764477993744942,0.007920370903080369,10
development,0.5,0.0,CLS,ols_std,M,-0.011703308799582061,0.004597334630367303,10
development,0.5,0.0,CLS,ols_std,N,-0.01141834058318843,0.012726081471113046,10
development,0.5,0.0,CLS,ols_std,N_long_C1,-0.015371778112740883,0.005529846373508044,10
development,0.5,0.0,CLS,ridge,M,-0.007295232952680255,0.004488669154868352,10
development,0.5,0.0,CLS,ridge,N,-0.007221312213814206,0.008400666187104503,10
development,0.5,0.0,CLS,ridge,N_long_C1,-0.009390813335036986,0.0034209543352031416,10
development,0.5,0.0,J,ols_raw,M,-0.011703308799579228,0.004597334630366659,10
development,0.5,0.0,J,ols_raw,N,-0.011418340583194811,0.012726081471118408,10
development,0.5,0.0,J,ols_raw,N_long_C1,-0.015371778112737525,0.005529846373508203,10
development,0.5,0.0,J,ols_std,M,-0.011703308799582061,0.004597334630367303,10
development,0.5,0.0,J,ols_std,N,-0.01141834058318843,0.012726081471113046,10
development,0.5,0.0,J,ols_std,N_long_C1,-0.015371778112740883,0.005529846373508044,10
development,0.5,0.0,J,ridge,M,-0.007295232952680255,0.004488669154868352,10
development,0.5,0.0,J,ridge,N,-0.007221312213814206,0.008400666187104503,10
development,0.5,0.0,J,ridge,N_long_C1,-0.009390813335036986,0.0034209543352031416,10
development,0.5,0.0,P,ols_raw,M,-0.004617578300846922,0.004282989927214649,10
development,0.5,0.0,P,ols_raw,N,-0.004150610019705998,0.005024774407904258,10
development,0.5,0.0,P,ols_raw,N_long_C1,-0.005229308099724664,0.0020170299917405972,10
development,0.5,0.0,P,ols_std,M,-0.004617578300846914,0.004282989927214647,10
development,0.5,0.0,P,ols_std,N,-0.004150610019705977,0.0050247744079042565,10
development,0.5,0.0,P,ols_std,N_long_C1,-0.005229308099724662,0.0020170299917405946,10
development,0.5,0.0,P,ridge,M,-0.004616571671667784,0.004282520970929074,10
development,0.5,0.0,P,ridge,N,-0.004149336624564807,0.005022859845941347,10
development,0.5,0.0,P,ridge,N_long_C1,-0.0052272650801463445,0.002016286762071763,10
development,0.5,0.0,R,ols_raw,M,0.352542596330076,0.020057298852081563,10
development,0.5,0.0,R,ols_raw,N,-0.009714864630343824,0.010638834290361983,10
development,0.5,0.0,R,ols_raw,N_long_C1,-0.012096760370972471,0.004639735888015501,10
development,0.5,0.0,R,ols_std,M,0.35254259633007584,0.020057298852083,10
development,0.5,0.0,R,ols_std,N,-0.009714864630344574,0.010638834290362083,10
development,0.5,0.0,R,ols_std,N_long_C1,-0.01209676037097246,0.004639735888014553,10
development,0.5,0.0,R,ridge,M,0.28640384519202583,0.019856512025120503,10
development,0.5,0.0,R,ridge,N,-0.0063633128403918215,0.007046450812749712,10
development,0.5,0.0,R,ridge,N_long_C1,-0.008612300015889262,0.0036487524465634445,10
development,0.5,0.25,ALL,ols_std,M,0.34563957315113397,0.021186418407062126,10
development,0.5,0.25,ALL,ols_std,N,0.008587215733753775,0.013867590777850412,10
development,0.5,0.25,ALL,ols_std,N_long_C1,-0.014723304260804709,0.011460306264782477,10
development,0.5,0.25,ALL,ridge,M,0.2819868942496422,0.02095050822185852,10
development,0.5,0.25,ALL,ridge,N,0.015556974868463061,0.012741332815187745,10
development,0.5,0.25,ALL,ridge,N_long_C1,-0.008386615672620005,0.009097917179987956,10
development,0.5,0.25,CLS,ols_std,M,0.017705071429464515,0.007647938712081462,10
development,0.5,0.25,CLS,ols_std,N,-0.012824518697710174,0.017677748516447017,10
development,0.5,0.25,CLS,ols_std,N_long_C1,-0.0027936883568705586,0.007646600015354294,10
development,0.5,0.25,CLS,ridge,M,0.015190970172768322,0.00816070650549687,10
development,0.5,0.25,CLS,ridge,N,-0.008277691904029546,0.011516384207453776,10
development,0.5,0.25,CLS,ridge,N_long_C1,-0.0007228205871311788,0.006609914891136477,10
development,0.5,0.25,J,ols_raw,M,0.01770507142946451,0.007647938712081055,10
development,0.5,0.25,J,ols_raw,N,-0.012824518697713203,0.017677748516451666,10
development,0.5,0.25,J,ols_raw,N_long_C1,-0.0027936883568675393,0.007646600015353883,10
development,0.5,0.25,J,ols_std,M,0.017705071429464515,0.007647938712081462,10
development,0.5,0.25,J,ols_std,N,-0.012824518697710174,0.017677748516447017,10
development,0.5,0.25,J,ols_std,N_long_C1,-0.0027936883568705586,0.007646600015354294,10
development,0.5,0.25,J,ridge,M,0.015190970172768322,0.00816070650549687,10
development,0.5,0.25,J,ridge,N,-0.008277691904029546,0.011516384207453776,10
development,0.5,0.25,J,ridge,N_long_C1,-0.0007228205871311788,0.006609914891136477,10
development,0.5,0.25,P,ols_raw,M,-0.004722324084629313,0.004162773556564006,10
development,0.5,0.25,P,ols_raw,N,0.02277104382574698,0.014286429145768963,10
development,0.5,0.25,P,ols_raw,N_long_C1,-0.004959572278299368,0.001821927057514716,10
development,0.5,0.25,P,ols_std,M,-0.004722324084629326,0.004162773556564006,10
development,0.5,0.25,P,ols_std,N,0.022771043825746955,0.014286429145768945,10
development,0.5,0.25,P,ols_std,N_long_C1,-0.004959572278299374,0.0018219270575147114,10
development,0.5,0.25,P,ridge,M,-0.004721259995796025,0.004162322972074272,10
development,0.5,0.25,P,ridge,N,0.02277081762054547,0.014280190829124337,10
development,0.5,0.25,P,ridge,N_long_C1,-0.004957719456435011,0.0018212748417601368,10
development,0.5,0.25,R,ols_raw,M,0.352542596330076,0.020057298852081563,10
development,0.5,0.25,R,ols_raw,N,-0.009714864630343824,0.010638834290361983,10
development,0.5,0.25,R,ols_raw,N_long_C1,-0.012096760370972471,0.004639735888015501,10
development,0.5,0.25,R,ols_std,M,0.35254259633007584,0.020057298852083,10
development,0.5,0.25,R,ols_std,N,-0.009714864630344574,0.010638834290362083,10
development,0.5,0.25,R,ols_std,N_long_C1,-0.01209676037097246,0.004639735888014553,10
development,0.5,0.25,R,ridge,M,0.28640384519202583,0.019856512025120503,10
development,0.5,0.25,R,ridge,N,-0.0063633128403918215,0.007046450812749712,10
development,0.5,0.25,R,ridge,N_long_C1,-0.008612300015889262,0.0036487524465634445,10
development,0.5,0.5,ALL,ols_std,M,0.3455428568151491,0.021081132321686378,10
development,0.5,0.5,ALL,ols_std,N,0.07947560907682914,0.010950519591798446,10
development,0.5,0.5,ALL,ols_std,N_long_C1,0.020403017840647148,0.012414077534853862,10
development,0.5,0.5,ALL,ridge,M,0.2824440015951098,0.02053845504120488,10
development,0.5,0.5,ALL,ridge,N,0.0855508913143793,0.01381273164440593,10
development,0.5,0.5,ALL,ridge,N_long_C1,0.017287948169454267,0.010199230076559623,10
development,0.5,0.5,CLS,ols_std,M,0.0778977238125706,0.00709602123602239,10
development,0.5,0.5,CLS,ols_std,N,-0.018015356255941053,0.0214890497426512,10
development,0.5,0.5,CLS,ols_std,N_long_C1,0.018336300833907644,0.008131875785804233,10
development,0.5,0.5,CLS,ridge,M,0.06256403769950947,0.007543805689431972,10
development,0.5,0.5,CLS,ridge,N,-0.010943527091502727,0.018469756624234078,10
development,0.5,0.5,CLS,ridge,N_long_C1,0.01503165689075805,0.007413235428694791,10
development,0.5,0.5,J,ols_raw,M,0.0778977238125713,0.007096021236022718,10
development,0.5,0.5,J,ols_raw,N,-0.018015356255947818,0.021489049742652075,10
development,0.5,0.5,J,ols_raw,N_long_C1,0.018336300833904147,0.008131875785803124,10
development,0.5,0.5,J,ols_std,M,0.0778977238125706,0.00709602123602239,10
development,0.5,0.5,J,ols_std,N,-0.018015356255941053,0.0214890497426512,10
development,0.5,0.5,J,ols_std,N_long_C1,0.018336300833907644,0.008131875785804233,10
development,0.5,0.5,J,ridge,M,0.06256403769950947,0.007543805689431972,10
development,0.5,0.5,J,ridge,N,-0.010943527091502727,0.018469756624234078,10
development,0.5,0.5,J,ridge,N_long_C1,0.01503165689075805,0.007413235428694791,10
development,0.5,0.5,P,ols_raw,M,-0.0048384820996672465,0.004045200203835189,10
development,0.5,0.5,P,ols_raw,N,0.09081115325033143,0.01872951806718308,10
development,0.5,0.5,P,ols_raw,N_long_C1,-0.004753004693014248,0.0018643923242494132,10
development,0.5,0.5,P,ols_std,M,-0.0048384820996672405,0.004045200203835189,10
development,0.5,0.5,P,ols_std,N,0.09081115325033143,0.018729518067183086,10
development,0.5,0.5,P,ols_std,N_long_C1,-0.0047530046930142605,0.0018643923242494323,10
development,0.5,0.5,P,ridge,M,-0.004837358777608812,0.004044782812144974,10
development,0.5,0.5,P,ridge,N,0.09081055089371526,0.018724192547960358,10
development,0.5,0.5,P,ridge,N_long_C1,-0.004751257327145696,0.0018636851895413905,10
development,0.5,0.5,R,ols_raw,M,0.352542596330076,0.020057298852081563,10
development,0.5,0.5,R,ols_raw,N,-0.009714864630343824,0.010638834290361983,10
development,0.5,0.5,R,ols_raw,N_long_C1,-0.012096760370972471,0.004639735888015501,10
development,0.5,0.5,R,ols_std,M,0.35254259633007584,0.020057298852083,10
development,0.5,0.5,R,ols_std,N,-0.009714864630344574,0.010638834290362083,10
development,0.5,0.5,R,ols_std,N_long_C1,-0.01209676037097246,0.004639735888014553,10
development,0.5,0.5,R,ridge,M,0.28640384519202583,0.019856512025120503,10
development,0.5,0.5,R,ridge,N,-0.0063633128403918215,0.007046450812749712,10
development,0.5,0.5,R,ridge,N_long_C1,-0.008612300015889262,0.0036487524465634445,10
development,0.5,0.75,ALL,ols_std,M,0.3457756494683982,0.020829305185723738,10
development,0.5,0.75,ALL,ols_std,N,0.1744642043512859,0.010502234461960526,10
development,0.5,0.75,ALL,ols_std,N_long_C1,0.06717003859137403,0.012390175383437943,10
development,0.5,0.75,ALL,ridge,M,0.28317186891447244,0.02012726189105931,10
development,0.5,0.75,ALL,ridge,N,0.18039355002673207,0.011066900688732478,10
development,0.5,0.75,ALL,ridge,N_long_C1,0.05110652408388579,0.009983758055713065,10
development,0.5,0.75,CLS,ols_std,M,0.1328237278304098,0.007688847035183654,10
development,0.5,0.75,CLS,ols_std,N,-0.030544549335254773,0.034055244592707874,10
development,0.5,0.75,CLS,ols_std,N_long_C1,0.0360237931184509,0.007565713941743631,10
development,0.5,0.75,CLS,ridge,M,0.10663291404159334,0.007870405157636106,10
development,0.5,0.75,CLS,ridge,N,-0.019104488618568203,0.032523280914705875,10
development,0.5,0.75,CLS,ridge,N_long_C1,0.028789372511617513,0.007115963523665211,10
development,0.5,0.75,J,ols_raw,M,0.13282372783041135,0.007688847035184065,10
development,0.5,0.75,J,ols_raw,N,-0.030544549335261868,0.034055244592715896,10
development,0.5,0.75,J,ols_raw,N_long_C1,0.036023793118452815,0.007565713941745003,10
development,0.5,0.75,J,ols_std,M,0.1328237278304098,0.007688847035183654,10
development,0.5,0.75,J,ols_std,N,-0.030544549335254773,0.034055244592707874,10
development,0.5,0.75,J,ols_std,N_long_C1,0.0360237931184509,0.007565713941743631,10
development,0.5,0.75,J,ridge,M,0.10663291404159334,0.007870405157636106,10
development,0.5,0.75,J,ridge,N,-0.019104488618568203,0.032523280914705875,10
development,0.5,0.75,J,ridge,N_long_C1,0.028789372511617513,0.007115963523665211,10
development,0.5,0.75,P,ols_raw,M,-0.004927775869828248,0.003966714303009983,10
development,0.5,0.75,P,ols_raw,N,0.18471778876093276,0.013978210209240194,10
development,0.5,0.75,P,ols_raw,N_long_C1,-0.0046750499307622465,0.0018348871825710523,10
development,0.5,0.75,P,ols_std,M,-0.004927775869828248,0.003966714303009979,10
development,0.5,0.75,P,ols_std,N,0.18471778876093276,0.013978210209240203,10
development,0.5,0.75,P,ols_std,N_long_C1,-0.0046750499307622526,0.0018348871825710489,10
development,0.5,0.75,P,ridge,M,-0.004926611411451112,0.003966338994612422,10
development,0.5,0.75,P,ridge,N,0.1847185425234406,0.013976662871209767,10
development,0.5,0.75,P,ridge,N_long_C1,-0.004673283368496297,0.0018342239753045815,10
development,0.5,0.75,R,ols_raw,M,0.352542596330076,0.020057298852081563,10
development,0.5,0.75,R,ols_raw,N,-0.009714864630343824,0.010638834290361983,10
development,0.5,0.75,R,ols_raw,N_long_C1,-0.012096760370972471,0.004639735888015501,10
development,0.5,0.75,R,ols_std,M,0.35254259633007584,0.020057298852083,10
development,0.5,0.75,R,ols_std,N,-0.009714864630344574,0.010638834290362083,10
development,0.5,0.75,R,ols_std,N_long_C1,-0.01209676037097246,0.004639735888014553,10
development,0.5,0.75,R,ridge,M,0.28640384519202583,0.019856512025120503,10
development,0.5,0.75,R,ridge,N,-0.0063633128403918215,0.007046450812749712,10
development,0.5,0.75,R,ridge,N_long_C1,-0.008612300015889262,0.0036487524465634445,10
development,0.5,1.0,ALL,ols_std,M,0.3462830664672708,0.02065911971364461,10
development,0.5,1.0,ALL,ols_std,N,0.264632467119248,0.014200752661199334,10
development,0.5,1.0,ALL,ols_std,N_long_C1,0.11158969318183434,0.012382711403835043,10
development,0.5,1.0,ALL,ridge,M,0.2838986945903467,0.019920297555515293,10
development,0.5,1.0,ALL,ridge,N,0.2712055512445314,0.010916362484302318,10
development,0.5,1.0,ALL,ridge,N_long_C1,0.08262610319435523,0.010781257758388582,10
development,0.5,1.0,CLS,ols_std,M,0.1691600752418227,0.007882673300645935,10
development,0.5,1.0,CLS,ols_std,N,-0.04421693741474447,0.05016585730756036,10
development,0.5,1.0,CLS,ols_std,N_long_C1,0.047109781144148655,0.008977870208139189,10
development,0.5,1.0,CLS,ridge,M,0.1357873691439197,0.008666415654327988,10
development,0.5,1.0,CLS,ridge,N,-0.02874547465008328,0.04503539438212402,10
development,0.5,1.0,CLS,ridge,N_long_C1,0.03744992953040844,0.007952807747618786,10
development,0.5,1.0,J,ols_raw,M,0.16916007524182303,0.007882673300645262,10
development,0.5,1.0,J,ols_raw,N,-0.044216937414739074,0.05016585730755511,10
development,0.5,1.0,J,ols_raw,N_long_C1,0.047109781144148544,0.008977870208139142,10
development,0.5,1.0,J,ols_std,M,0.1691600752418227,0.007882673300645935,10
development,0.5,1.0,J,ols_std,N,-0.04421693741474447,0.05016585730756036,10
development,0.5,1.0,J,ols_std,N_long_C1,0.047109781144148655,0.008977870208139189,10
development,0.5,1.0,J,ridge,M,0.1357873691439197,0.008666415654327988,10
development,0.5,1.0,J,ridge,N,-0.02874547465008328,0.04503539438212402,10
development,0.5,1.0,J,ridge,N_long_C1,0.03744992953040844,0.007952807747618786,10
development,0.5,1.0,P,ols_raw,M,-0.004941009188857596,0.003985948911405715,10
development,0.5,1.0,P,ols_raw,N,0.27630090987706324,0.007832130992489328,10
development,0.5,1.0,P,ols_raw,N_long_C1,-0.004797263556861469,0.0018190657992120372,10
development,0.5,1.0,P,ols_std,M,-0.004941009188857597,0.003985948911405716,10
development,0.5,1.0,P,ols_std,N,0.2763009098770632,0.007832130992489328,10
development,0.5,1.0,P,ols_std,N_long_C1,-0.004797263556861459,0.0018190657992120456,10
development,0.5,1.0,P,ridge,M,-0.004939848958704119,0.003985576258379977,10
development,0.5,1.0,P,ridge,N,0.27630312924838685,0.007828230598125381,10
development,0.5,1.0,P,ridge,N_long_C1,-0.004795318593557888,0.0018184114382769822,10
development,0.5,1.0,R,ols_raw,M,0.352542596330076,0.020057298852081563,10
development,0.5,1.0,R,ols_raw,N,-0.009714864630343824,0.010638834290361983,10
development,0.5,1.0,R,ols_raw,N_long_C1,-0.012096760370972471,0.004639735888015501,10
development,0.5,1.0,R,ols_std,M,0.35254259633007584,0.020057298852083,10
development,0.5,1.0,R,ols_std,N,-0.009714864630344574,0.010638834290362083,10
development,0.5,1.0,R,ols_std,N_long_C1,-0.01209676037097246,0.004639735888014553,10
development,0.5,1.0,R,ridge,M,0.28640384519202583,0.019856512025120503,10
development,0.5,1.0,R,ridge,N,-0.0063633128403918215,0.007046450812749712,10
development,0.5,1.0,R,ridge,N_long_C1,-0.008612300015889262,0.0036487524465634445,10
development,0.75,0.0,ALL,ols_std,M,0.43681942829720033,0.017395706485247405,10
development,0.75,0.0,ALL,ols_std,N,-0.020255251777677404,0.01451917317289356,10
development,0.75,0.0,ALL,ols_std,N_long_C1,-0.02553041101287849,0.009619878197227066,10
development,0.75,0.0,ALL,ridge,M,0.42001127454010156,0.01721666398486831,10
development,0.75,0.0,ALL,ridge,N,-0.013568932468508866,0.012506196082977076,10
development,0.75,0.0,ALL,ridge,N_long_C1,-0.018352532815582634,0.007798243231950009,10
development,0.75,0.0,CLS,ols_std,M,-0.01150045649421795,0.004653891724778039,10
development,0.75,0.0,CLS,ols_std,N,-0.012487141435311693,0.010320370242507234,10
development,0.75,0.0,CLS,ols_std,N_long_C1,-0.014329038176537088,0.006063194265010625,10
development,0.75,0.0,CLS,ridge,M,-0.008933187192969032,0.004517705301510877,10
development,0.75,0.0,CLS,ridge,N,-0.008161091009181025,0.008199557518480753,10
development,0.75,0.0,CLS,ridge,N_long_C1,-0.010138956109576262,0.005058269716206628,10
development,0.75,0.0,J,ols_raw,M,-0.011500456494217517,0.004653891724777454,10
development,0.75,0.0,J,ols_raw,N,-0.012487141435311603,0.010320370242507787,10
development,0.75,0.0,J,ols_raw,N_long_C1,-0.014329038176537193,0.0060631942650104294,10
development,0.75,0.0,J,ols_std,M,-0.01150045649421795,0.004653891724778039,10
development,0.75,0.0,J,ols_std,N,-0.012487141435311693,0.010320370242507234,10
development,0.75,0.0,J,ols_std,N_long_C1,-0.014329038176537088,0.006063194265010625,10
development,0.75,0.0,J,ridge,M,-0.008933187192969032,0.004517705301510877,10
development,0.75,0.0,J,ridge,N,-0.008161091009181025,0.008199557518480753,10
development,0.75,0.0,J,ridge,N_long_C1,-0.010138956109576262,0.005058269716206628,10
development,0.75,0.0,P,ols_raw,M,-0.004617578300846922,0.004282989927214649,10
development,0.75,0.0,P,ols_raw,N,-0.004150610019705998,0.005024774407904258,10
development,0.75,0.0,P,ols_raw,N_long_C1,-0.005229308099724664,0.0020170299917405972,10
development,0.75,0.0,P,ols_std,M,-0.004617578300846914,0.004282989927214647,10
development,0.75,0.0,P,ols_std,N,-0.004150610019705977,0.0050247744079042565,10
development,0.75,0.0,P,ols_std,N_long_C1,-0.005229308099724662,0.0020170299917405946,10
development,0.75,0.0,P,ridge,M,-0.004616571671667784,0.004282520970929074,10
development,0.75,0.0,P,ridge,N,-0.004149336624564807,0.005022859845941347,10
development,0.75,0.0,P,ridge,N_long_C1,-0.0052272650801463445,0.002016286762071763,10
development,0.75,0.0,R,ols_raw,M,0.44233889867475495,0.016261516815108172,10
development,0.75,0.0,R,ols_raw,N,-0.010066350459277474,0.00803098024537825,10
development,0.75,0.0,R,ols_raw,N_long_C1,-0.011755278160120817,0.004505312160321729,10
development,0.75,0.0,R,ols_std,M,0.44233889867475484,0.016261516815107912,10
development,0.75,0.0,R,ols_std,N,-0.010066350459277226,0.008030980245377899,10
development,0.75,0.0,R,ols_std,N_long_C1,-0.011755278160120666,0.004505312160321715,10
development,0.75,0.0,R,ridge,M,0.42390202915070807,0.016005202027760648,10
development,0.75,0.0,R,ridge,N,-0.007345587262729496,0.007126432408942575,10
development,0.75,0.0,R,ridge,N_long_C1,-0.008882638514450836,0.0038142583626907204,10
development,0.75,0.25,ALL,ols_std,M,0.43696479922226894,0.017413313323467544,10
development,0.75,0.25,ALL,ols_std,N,0.007998112344529797,0.007595401097666808,10
development,0.75,0.25,ALL,ols_std,N_long_C1,-0.010119692107508297,0.009091520510555532,10
development,0.75,0.25,ALL,ridge,M,0.4201955762565482,0.017003400770262366,10
development,0.75,0.25,ALL,ridge,N,0.014324039675038017,0.010678964848740929,10
development,0.75,0.25,ALL,ridge,N_long_C1,-0.004289383767730761,0.00765730881135919,10
development,0.75,0.25,CLS,ols_std,M,0.025680598006086203,0.010080614308319384,10
development,0.75,0.25,CLS,ols_std,N,-0.012559086169689518,0.008654243066507868,10
development,0.75,0.25,CLS,ols_std,N_long_C1,-0.0015946269922314134,0.006882615569416512,10
development,0.75,0.25,CLS,ridge,M,0.025689952468950922,0.009065199697236449,10
development,0.75,0.25,CLS,ridge,N,-0.00892564146355591,0.009328017195053077,10
development,0.75,0.25,CLS,ridge,N_long_C1,0.0017133430561326103,0.006116558826251171,10
development,0.75,0.25,J,ols_raw,M,0.025680598006086207,0.010080614308319247,10
development,0.75,0.25,J,ols_raw,N,-0.012559086169690032,0.008654243066507748,10
development,0.75,0.25,J,ols_raw,N_long_C1,-0.0015946269922315474,0.006882615569416391,10
development,0.75,0.25,J,ols_std,M,0.025680598006086203,0.010080614308319384,10
development,0.75,0.25,J,ols_std,N,-0.012559086169689518,0.008654243066507868,10
development,0.75,0.25,J,ols_std,N_long_C1,-0.0015946269922314134,0.006882615569416512,10
development,0.75,0.25,J,ridge,M,0.025689952468950922,0.009065199697236449,10
development,0.75,0.25,J,ridge,N,-0.00892564146355591,0.009328017195053077,10
development,0.75,0.25,J,ridge,N_long_C1,0.0017133430561326103,0.006116558826251171,10
development,0.75,0.25,P,ols_raw,M,-0.004722324084629313,0.004162773556564006,10
development,0.75,0.25,P,ols_raw,N,0.02277104382574698,0.014286429145768963,10
development,0.75,0.25,P,ols_raw,N_long_C1,-0.004959572278299368,0.001821927057514716,10
development,0.75,0.25,P,ols_std,M,-0.004722324084629326,0.004162773556564006,10
development,0.75,0.25,P,ols_std,N,0.022771043825746955,0.014286429145768945,10
development,0.75,0.25,P,ols_std,N_long_C1,-0.004959572278299374,0.0018219270575147114,10
development,0.75,0.25,P,ridge,M,-0.004721259995796025,0.004162322972074272,10
development,0.75,0.25,P,ridge,N,0.02277081762054547,0.014280190829124337,10
development,0.75,0.25,P,ridge,N_long_C1,-0.004957719456435011,0.0018212748417601368,10
development,0.75,0.25,R,ols_raw,M,0.44233889867475495,0.016261516815108172,10
development,0.75,0.25,R,ols_raw,N,-0.010066350459277474,0.00803098024537825,10
development,0.75,0.25,R,ols_raw,N_long_C1,-0.011755278160120817,0.004505312160321729,10
development,0.75,0.25,R,ols_std,M,0.44233889867475484,0.016261516815107912,10
development,0.75,0.25,R,ols_std,N,-0.010066350459277226,0.008030980245377899,10
