kappa,baseline_M,baseline_NL,dqrc_M,dqrc_NL
0.05,4.610931614953018,2.637881896635111,4.243300809141233,0.7756745528163899
0.36840314986403866,4.656550009452834,3.1885686371680215,4.098200123511833,0.7932706937907429
2.7144176165949068,5.549141708635312,3.1109855214587037,3.6683004718502548,0.8046783130186121
20.0,6.698245556310251,2.472238151895931,2.6426424471085856,0.35042233173387777
